"code","task","closeness","degree","score","type","age","Gender","Ethnicity","education","languages","Language","first.language","Disorders","Device","Distraction","Honesty"
"0075",1,"high","low",7,"lenient",20,"female","Indian","jc",2,"tamil","yes","no","computer",",","yes"
"0075",1,"high","low",6,"strict",20,"female","Indian","jc",2,"tamil","yes","no","computer",",","yes"
"0075",1,"high","low",6,"strict",20,"female","Indian","jc",2,"tamil","yes","no","computer",",","yes"
"0075",1,"low","high",4,"strict",20,"female","Indian","jc",2,"tamil","yes","no","computer",",","yes"
"0075",1,"low","high",4,"strict",20,"female","Indian","jc",2,"tamil","yes","no","computer",",","yes"
"0075",1,"low","low",5,"strict",20,"female","Indian","jc",2,"tamil","yes","no","computer",",","yes"
"0075",1,"low","low",5,"strict",20,"female","Indian","jc",2,"tamil","yes","no","computer",",","yes"
"0215",1,"low","low",4,"strict",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"low","low",4,"strict",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"high","low",7,"strict",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"high","low",7,"strict",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"trial","trial",5,"lenient",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"trial","trial",5,"lenient",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"high","low",8,"lenient",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"high","low",8,"lenient",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"low","high",8,"lenient",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"low","high",8,"lenient",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"high","high",5,"strict",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"high","high",5,"strict",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"high","high",6,"lenient",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"high","high",6,"lenient",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"low","high",8,"strict",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"low","high",8,"strict",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"trial","trial",5,"strict",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"trial","trial",5,"strict",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"low","low",6,"lenient",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0215",1,"low","low",6,"lenient",22,"male","Chinese","jc",2,"Chinese","yes","no","computer","no","no"
"0807",1,"low","low",2,"strict",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"low","low",2,"strict",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"low","high",4,"strict",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"low","high",4,"strict",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"high","high",1,"strict",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"high","high",1,"strict",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"low","low",2,"lenient",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"low","low",2,"lenient",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"high","low",5,"strict",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"high","low",5,"strict",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"trial","trial",5,"strict",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"trial","trial",5,"strict",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"high","high",1,"lenient",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"high","high",1,"lenient",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"trial","trial",5,"lenient",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"trial","trial",5,"lenient",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"low","high",4,"lenient",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"low","high",4,"lenient",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"high","low",5,"lenient",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0807",1,"high","low",5,"lenient",21,"female","Chinese","jc",3,"Chinese, Korean","no","no","computer","yes","no"
"0905",2,"low","high",7,"strict",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"low","high",7,"strict",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"low","low",10,"strict",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"low","low",10,"strict",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"high","high",10,"lenient",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"high","high",10,"lenient",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"low","high",9,"lenient",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"low","high",9,"lenient",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"low","low",10,"lenient",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"low","low",10,"lenient",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"trial","trial",3,"lenient",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"trial","trial",3,"lenient",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"high","low",8,"strict",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"high","low",8,"strict",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"high","high",10,"strict",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"high","high",10,"strict",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"high","low",10,"lenient",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"high","low",10,"lenient",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"trial","trial",2,"strict",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"0905",2,"trial","trial",2,"strict",21,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1000",2,"high","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"high","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"low","high",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"low","high",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"high","high",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"high","high",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"low","high",9,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"low","high",9,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"low","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"low","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"high","low",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"high","low",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"high","high",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"high","high",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"trial","trial",3,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"trial","trial",3,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"low","low",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1000",2,"low","low",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1001",2,"high","high",9,"strict",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"high","high",9,"strict",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"high","low",9,"strict",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"high","low",9,"strict",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"high","low",10,"lenient",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"high","low",10,"lenient",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"low","high",10,"lenient",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"low","high",10,"lenient",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"high","high",10,"lenient",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"high","high",10,"lenient",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"low","low",9,"strict",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"low","low",9,"strict",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"low","low",10,"lenient",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"low","low",10,"lenient",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"low","high",10,"strict",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"low","high",10,"strict",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"trial","trial",3,"strict",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1001",2,"trial","trial",3,"strict",20,"female","Chinese","jc",3,"Chinese, some Japanese","yes","no","computer",",,","yes"
"1003",2,"low","high",10,"strict",20,"female","Chinese","jc",2,"Mandarin Chinese","yes","no","computer",",,","yes"
"1003",2,"high","high",9,"strict",20,"female","Chinese","jc",2,"Mandarin Chinese","yes","no","computer",",,","yes"
"1003",2,"high","low",9,"strict",20,"female","Chinese","jc",2,"Mandarin Chinese","yes","no","computer",",,","yes"
"1003",2,"high","high",10,"lenient",20,"female","Chinese","jc",2,"Mandarin Chinese","yes","no","computer",",,","yes"
"1003",2,"low","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin Chinese","yes","no","computer",",,","yes"
"1003",2,"trial","trial",2,"strict",20,"female","Chinese","jc",2,"Mandarin Chinese","yes","no","computer",",,","yes"
"1003",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",2,"Mandarin Chinese","yes","no","computer",",,","yes"
"1003",2,"low","low",9,"strict",20,"female","Chinese","jc",2,"Mandarin Chinese","yes","no","computer",",,","yes"
"1003",2,"low","high",10,"lenient",20,"female","Chinese","jc",2,"Mandarin Chinese","yes","no","computer",",,","yes"
"1003",2,"high","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin Chinese","yes","no","computer",",,","yes"
"1051",2,"high","high",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"high","high",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"low","high",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"low","high",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"low","low",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"low","low",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"trial","trial",3,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"trial","trial",3,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"low","high",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"low","high",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"low","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"low","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"high","low",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"high","low",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"high","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"high","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"high","high",9,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1051",2,"high","high",9,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"1055",2,"high","low",10,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"high","low",10,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"low","high",10,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"low","high",10,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"high","low",10,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"high","low",10,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"low","low",10,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"low","low",10,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"trial","trial",3,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"trial","trial",3,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"high","high",10,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"high","high",10,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"high","high",10,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"high","high",10,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"low","high",10,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"low","high",10,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"low","low",10,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"low","low",10,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"trial","trial",3,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1055",2,"trial","trial",3,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"1128",2,"low","low",10,"lenient",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"low","low",10,"lenient",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"low","low",10,"strict",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"low","low",10,"strict",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"trial","trial",3,"strict",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"trial","trial",3,"strict",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"high","low",10,"lenient",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"high","low",10,"lenient",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"low","high",8,"strict",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"low","high",8,"strict",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"low","high",9,"lenient",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"low","high",9,"lenient",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"high","high",9,"lenient",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"high","high",9,"lenient",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"high","low",10,"strict",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"high","low",10,"strict",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"high","high",7,"strict",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1128",2,"high","high",7,"strict",20,"female","Chinese","jc",2,"chinese","yes","no","computer",",,","yes"
"1156",2,"low","low",7,"strict",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"low","low",7,"strict",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"low","high",8,"strict",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"low","high",8,"strict",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"high","high",9,"strict",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"high","high",9,"strict",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"trial","trial",3,"strict",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"trial","trial",3,"strict",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"low","low",9,"lenient",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"low","low",9,"lenient",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"high","low",10,"strict",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"high","low",10,"strict",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"high","high",10,"lenient",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"high","high",10,"lenient",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"trial","trial",3,"lenient",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"trial","trial",3,"lenient",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"low","high",9,"lenient",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"low","high",9,"lenient",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"high","low",10,"lenient",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1156",2,"high","low",10,"lenient",21,"female","Chinese","jc",3,"Chinese, Cantonese","yes","no","computer",",,","yes"
"1231",2,"high","low",10,"lenient",19,"female","Chinese","jc",3,"Chinese, cantonese","yes","no","computer",",,","yes"
"1231",2,"high","low",10,"lenient",19,"female","Chinese","jc",3,"Chinese, cantonese","yes","no","computer",",,","yes"
"1231",2,"high","high",10,"lenient",19,"female","Chinese","jc",3,"Chinese, cantonese","yes","no","computer",",,","yes"
"1231",2,"high","high",10,"lenient",19,"female","Chinese","jc",3,"Chinese, cantonese","yes","no","computer",",,","yes"
"1231",2,"low","low",10,"strict",19,"female","Chinese","jc",3,"Chinese, cantonese","yes","no","computer",",,","yes"
"1231",2,"low","low",10,"strict",19,"female","Chinese","jc",3,"Chinese, cantonese","yes","no","computer",",,","yes"
"1231",2,"high","low",10,"strict",19,"female","Chinese","jc",3,"Chinese, cantonese","yes","no","computer",",,","yes"
"1231",2,"high","low",10,"strict",19,"female","Chinese","jc",3,"Chinese, cantonese","yes","no","computer",",,","yes"
"1231",2,"low","high",10,"strict",19,"female","Chinese","jc",3,"Chinese, cantonese","yes","no","computer",",,","yes"
"1231",2,"low","high",10,"strict",19,"female","Chinese","jc",3,"Chinese, cantonese","yes","no","computer",",,","yes"
